,id,conversation_id,created_at,date,tweet,language,hashtags,user_id,username,name,day,hour,link,urls,photos,video,retweet,nlikes,nreplies,nretweets,reply_to,time,vader_neg,vader_neu,vader_pos,vader_compound
886,1325605272195198978,1325605272195198978,1604883900000.0,2020-11-09,Budget 2021 generous but ‘safe’   #Budget2021  #Belanjawan2021  #TMRNews  #TMRPhoto   https://t.co/Ir8F6hKZke,en,"['budget2021', 'belanjawan2021', 'tmrnews', 'tmrphoto']",293590755,TMReserve,TheMalaysianReserve,1,1,https://twitter.com/TMReserve/status/1325605272195198978,['https://themalaysianreserve.com/2020/11/09/budget-2021-generous-but-safe/'],[],0,False,1,0,2,[],01:05:00,0.0,0.807,0.193,0.2846
888,1325604802672275457,1325604802672275457,1604883788000.0,2020-11-09,Budget 2021: Financial aids available for Malaysians   #Budget2021  #Belanjawan2021  #TMRNews  #TMRPhoto   https://t.co/OI3oI3BPV7,en,"['budget2021', 'belanjawan2021', 'tmrnews', 'tmrphoto']",293590755,TMReserve,TheMalaysianReserve,1,1,https://twitter.com/TMReserve/status/1325604802672275457,['https://themalaysianreserve.com/2020/11/09/budget-2021-financial-aids-available-for-malaysians/'],[],0,False,0,0,0,[],01:03:08,0.0,1.0,0.0,0.0
923,1325278530054184960,1325278530054184960,1604805998000.0,2020-11-08,Center to Combat Corruption and Cronyism says education ministry can better identify which schools would need the laptops and distribute them to needy students. #FMTNews #C4 #NGO #Komputer #Belanjawan2021  https://t.co/Bha09vykHM,en,"['fmtnews', 'c4', 'ngo', 'komputer', 'belanjawan2021']",102098902,fmtoday,Free Malaysia Today,7,3,https://twitter.com/fmtoday/status/1325278530054184960,['https://www.freemalaysiatoday.com/category/nation/2020/11/08/c4-questions-use-of-foundation-for-rm150-million-laptops-purchase-for-schools/'],[],0,False,1,2,0,[],03:26:38,0.138,0.778,0.084,-0.2263
958,1325093338052141065,1325093338052141065,1604761845000.0,2020-11-07,Budget 2021: RM31.9 bln allocated to Health Ministry more than last year - @tzafrul_aziz    https://t.co/qL0psjhM0U  #Budget2021  #BernamaBudget21  #Belanjawan2021  #TeguhKitaMenangBersama  https://t.co/7amEU7Fmwn,en,"['budget2021', 'bernamabudget21', 'belanjawan2021', 'teguhkitamenangbersama']",106669711,bernamadotcom,BERNAMA,6,15,https://twitter.com/bernamadotcom/status/1325093338052141065,['https://www.bernama.com/en/general/news.php?id=1898576'],['https://pbs.twimg.com/media/EmOtWB1VoAMRZIj.jpg'],1,False,12,0,1,[],15:10:45,0.0,1.0,0.0,0.0
967,1325069007041355776,1325058995329986560,1604756044000.0,2020-11-07,The PM hopes that the country's economy will continue to grow under Budget 2021 which will create ample job opportunities.  #Budget2021  #BernamaBudget21  #Belanjawan2021  #TeguhKitaMenangBersama  https://t.co/OgPfGorZiM,en,"['budget2021', 'bernamabudget21', 'belanjawan2021', 'teguhkitamenangbersama']",106669711,bernamadotcom,BERNAMA,6,13,https://twitter.com/bernamadotcom/status/1325069007041355776,[],['https://pbs.twimg.com/media/EmOXJ4tVoAAIJ63.jpg'],1,False,3,1,0,[],13:34:04,0.0,0.746,0.254,0.7579
973,1325063247922229248,1325058995329986560,1604754671000.0,2020-11-07,"The govt, together with the private sector, will be planning in order to expedite the digitalisation process and benefit the SMEs - PM @MuhyiddinYassin   #Budget2021  #BernamaBudget21  #Belanjawan2021  #TeguhKitaMenangBersama  https://t.co/IHfCrDZWkM",en,"['budget2021', 'bernamabudget21', 'belanjawan2021', 'teguhkitamenangbersama']",106669711,bernamadotcom,BERNAMA,6,13,https://twitter.com/bernamadotcom/status/1325063247922229248,[],['https://pbs.twimg.com/media/EmOR5n6VkAIjWEJ.jpg'],1,False,1,1,0,[],13:11:11,0.0,0.9,0.1,0.4588
977,1325060017372848135,1325058995329986560,1604753901000.0,2020-11-07,Govt working hard to source funds for Budget 2021 even though facing difficult situation due to #COVID19 pandemic - PM @MuhyiddinYassin   #Budget2021  #BernamaBudget21  #Belanjawan2021  #TeguhKitaMenangBersama  https://t.co/wUv4q32FRw,en,"['covid19', 'budget2021', 'bernamabudget21', 'belanjawan2021', 'teguhkitamenangbersama']",106669711,bernamadotcom,BERNAMA,6,12,https://twitter.com/bernamadotcom/status/1325060017372848135,[],['https://pbs.twimg.com/media/EmOPDbjU8AEjC_L.jpg'],1,False,1,2,0,[],12:58:21,0.145,0.855,0.0,-0.4404
1019,1324997565226512385,1324997565226512385,1604739011000.0,2020-11-07,Budget 2021 recognises continous support to lives and livelihoods -- World Bank   https://t.co/8dhCEZFpM9  #Belanjawan2021 #Budget2021 #BernamaBudget21  https://t.co/P2fKCb9aPN,en,"['belanjawan2021', 'budget2021', 'bernamabudget21']",106669711,bernamadotcom,BERNAMA,6,8,https://twitter.com/bernamadotcom/status/1324997565226512385,['https://www.bernama.com/en/business/news.php?id=1898386'],['https://pbs.twimg.com/media/EmNWNsLUcAAPwCh.jpg'],1,False,4,0,0,[],08:50:11,0.0,0.765,0.235,0.5574
1033,1324978842826498048,1324978842826498048,1604734547000.0,2020-11-07,"Tonton pukul 8.30 malam ini di Astro 502, myFreeview 121, unifi TV 631, LIVE Facebook &amp; Youtube Bernama TV.  #Belanjawan2021  @MuhyiddinYassin  https://t.co/OR8V2rLhDS",en,['belanjawan2021'],106669711,bernamadotcom,BERNAMA,6,7,https://twitter.com/bernamadotcom/status/1324978842826498048,[],['https://pbs.twimg.com/media/EmNFLyVVkAAaGJt.jpg'],1,False,14,8,7,[],07:35:47,0.0,1.0,0.0,0.0
1040,1324965912001216512,1324965912001216512,1604731464000.0,2020-11-07,PENJANA special tax incentives should be extended to existing investors -- FMM  https://t.co/wAmXjZlfqW   #Belanjawan2021 #Budget2021 #BernamaBudget21,en,"['belanjawan2021', 'budget2021', 'bernamabudget21']",106669711,bernamadotcom,BERNAMA,6,6,https://twitter.com/bernamadotcom/status/1324965912001216512,['https://www.bernama.com/en/business/news.php?id=1898342#.X6ZCQbWmTZ0.twitter'],[],0,False,3,0,0,[],06:44:24,0.0,0.737,0.263,0.6124
1044,1324958418583474177,1324958418583474177,1604729678000.0,2020-11-07,Budget 2021 drives digitalisation of SMEs   https://t.co/ryB40aLEGS  #Belanjawan2021 #Budget2021 #BernamaBudget21  https://t.co/Il75UXsDYb,en,"['belanjawan2021', 'budget2021', 'bernamabudget21']",106669711,bernamadotcom,BERNAMA,6,6,https://twitter.com/bernamadotcom/status/1324958418583474177,['https://www.bernama.com/en/business/news.php?id=1898372'],['https://pbs.twimg.com/media/EmMyjVxVgAAmDNT.jpg'],1,False,9,0,1,[],06:14:38,0.0,1.0,0.0,0.0
1071,1324932579280089089,1324932579280089089,1604723517000.0,2020-11-07,ABM enhances targeted repayment scheme for eligible recipients  #banks #moratorium #ABM #Budget2021 #Belanjawan2021  #TMRNews #TMRPhoto     https://t.co/sFk9xIkv62,en,"['banks', 'moratorium', 'abm', 'budget2021', 'belanjawan2021', 'tmrnews', 'tmrphoto']",293590755,TMReserve,TheMalaysianReserve,6,4,https://twitter.com/TMReserve/status/1324932579280089089,['https://themalaysianreserve.com/2020/11/07/abm-enhances-targeted-repayment-scheme-for-eligible-recipients/'],[],0,False,1,0,1,[],04:31:57,0.0,1.0,0.0,0.0
1094,1324905719489994752,1324905719489994752,1604717113000.0,2020-11-07,Malaysia’s debt burden likely to remain high: Moody’s   #Malaysia #Budget2021 #Belanjawan2021 #TMRNews #TMRPhoto   https://t.co/r3ZiuoNEB7,en,"['malaysia', 'budget2021', 'belanjawan2021', 'tmrnews', 'tmrphoto']",293590755,TMReserve,TheMalaysianReserve,6,2,https://twitter.com/TMReserve/status/1324905719489994752,['https://themalaysianreserve.com/2020/11/07/malaysias-debt-burden-likely-to-remain-high-moodys/'],[],0,False,1,0,1,[],02:45:13,0.31,0.69,0.0,-0.6597
1099,1324895797712875522,1324895797712875522,1604714748000.0,2020-11-07,Budget 2021 gives property market a big push   https://t.co/94xa8RWI9G  #Belanjawan2021 #Budget2021 #BernamaBudget21  https://t.co/AkD4DPjhX6,en,"['belanjawan2021', 'budget2021', 'bernamabudget21']",106669711,bernamadotcom,BERNAMA,6,2,https://twitter.com/bernamadotcom/status/1324895797712875522,['https://www.bernama.com/en/business/news.php?id=1898309'],['https://pbs.twimg.com/media/EmL5peOVcAE7uG3.jpg'],1,False,7,0,1,[],02:05:48,0.0,1.0,0.0,0.0
1112,1324884803057934336,1324884803057934336,1604712126000.0,2020-11-07,#NSTnation The Malaysian Association of Hotels #MAH has expressed concern over the lack of immediate assistance to stakeholders facing cash flow burdens due to international and domestic travel restrictions.  #budget2021 #tourism #belanjawan2021   https://t.co/2slTlUspur,en,"['nstnation', 'mah', 'budget2021', 'tourism', 'belanjawan2021']",55186601,NST_Online,New Straits Times,6,1,https://twitter.com/NST_Online/status/1324884803057934336,['https://www.nst.com.my/news/nation/2020/11/638942/mah-budget-2021-falls-short-travel-tourism-industries#.X6X2k0twvSo.twitter'],[],0,False,4,2,2,[],01:22:06,0.134,0.866,0.0,-0.5859
1113,1324884237607071744,1324884237607071744,1604711992000.0,2020-11-07,"#NSTnation While the #2021Budget has conveyed appreciation for #frontliners, the Malaysian Medical Association #MMA believes the medical fraternity deserves more incentives and support. #budget2021 #Belanjawan2021    https://t.co/rvjZDPau7h",en,"['nstnation', '2021budget', 'frontliners', 'mma', 'budget2021', 'belanjawan2021']",55186601,NST_Online,New Straits Times,6,1,https://twitter.com/NST_Online/status/1324884237607071744,['https://www.nst.com.my/news/nation/2020/11/638938/mma-medical-fraternity-needs-more-incentives-support#.X6X2FiqHkds.twitter'],[],0,False,12,3,2,[],01:19:52,0.0,0.722,0.278,0.8341
1115,1324882573995110400,1324882573995110400,1604711595000.0,2020-11-07,Budget 2021 empowers efforts to fight COVID-19 - Health DG @DGHisham    https://t.co/C5YGBWuYle  #Belanjawan2021 #Budget2021 #BernamaBudget21  https://t.co/34ONRBey23,en,"['belanjawan2021', 'budget2021', 'bernamabudget21']",106669711,bernamadotcom,BERNAMA,6,1,https://twitter.com/bernamadotcom/status/1324882573995110400,['https://www.bernama.com/en/news.php?id=1898283'],['https://pbs.twimg.com/media/EmLtq8sU8AENn8M.jpg'],1,False,8,1,4,[],01:13:15,0.157,0.843,0.0,-0.3818
1120,1324879404233752576,1324879404233752576,1604710839000.0,2020-11-07,#NSTnation The government should approve wage subsidy programmes for all categories in the small and medium enterprises #SME industry instead of focusing only Son targeted sectors. #Budget2021 #SMEs #Belanjawan2021   https://t.co/JFrCl2aVw1,en,"['nstnation', 'sme', 'budget2021', 'smes', 'belanjawan2021']",55186601,NST_Online,New Straits Times,6,1,https://twitter.com/NST_Online/status/1324879404233752576,['https://www.nst.com.my/news/nation/2020/11/638931/budget-2021-wage-subsidy-programme-should-be-all-not-just-targeted#.X6Xxj1Jchos.twitter'],[],0,False,4,0,0,[],01:00:39,0.0,1.0,0.0,0.0
1123,1324871238146121729,1324871238146121729,1604708892000.0,2020-11-07,What Malaysians can get from Budget 2021   #Budget2021  #Belanjawan2021  #TMRNews  #TMRPhoto    https://t.co/5qC7ewynP2,en,"['budget2021', 'belanjawan2021', 'tmrnews', 'tmrphoto']",293590755,TMReserve,TheMalaysianReserve,6,0,https://twitter.com/TMReserve/status/1324871238146121729,['https://themalaysianreserve.com/2020/11/07/what-malaysians-can-get-from-budget-2021/'],[],0,False,1,0,2,[],00:28:12,0.0,1.0,0.0,0.0
1169,1324736898498207744,1324736898498207744,1604676863000.0,2020-11-06,"The Jaringan Prihatin programme, which is valued at RM1.5bil, is expected to benefit eight million individuals. #Budget2021 #Belanjawan2021  https://t.co/T6XR2NApG1",en,"['budget2021', 'belanjawan2021']",22594051,staronline,The Star,5,15,https://twitter.com/staronline/status/1324736898498207744,['https://www.thestar.com.my/tech/tech-news/2020/11/06/budget-2021-rm180-telco-credit-for-b40-group'],[],0,False,6,2,4,[],15:34:23,0.0,0.742,0.258,0.7096
1176,1324732001841106945,1324732001841106945,1604675696000.0,2020-11-06,#NSTnation Some university students felt the government should have channeled more funds as students faced more challenges amidst the Covid-19 pandemic.  #Budget2021 #Belanjawan2021 #Bajet2021 #University #Students #Monetary #Aid    https://t.co/5jb2uNA9ok,en,"['nstnation', 'budget2021', 'belanjawan2021', 'bajet2021', 'university', 'students', 'monetary', 'aid']",55186601,NST_Online,New Straits Times,5,15,https://twitter.com/NST_Online/status/1324732001841106945,['https://www.nst.com.my/news/government-public-policy/2020/11/638911/2021-budget-more-monetary-aid-would-have-helped'],[],0,False,55,4,23,[],15:14:56,0.0,0.946,0.054,0.1513
1177,1324731718155165697,1324731718155165697,1604675628000.0,2020-11-06,"#NSTnation  The armed forces, which is at the forefront of the country's defence line received one of the highest allocations in the 2021 Budget tabled in Parliament today.  #ArmedForces #Frontliners #Budget2021 #Belanjawan2021 #Bajet2021   https://t.co/1eCH11HtSO",en,"['nstnation', 'armedforces', 'frontliners', 'budget2021', 'belanjawan2021', 'bajet2021']",55186601,NST_Online,New Straits Times,5,15,https://twitter.com/NST_Online/status/1324731718155165697,['https://www.nst.com.my/news/government-public-policy/2020/11/638909/increased-defence-allocation-helps-strengthen-vigilance'],[],0,False,2,0,1,[],15:13:48,0.0,0.959,0.041,0.1027
1178,1324731486549929988,1324731486549929988,1604675573000.0,2020-11-06,#NSTnation The government's decision to continue the Central Spine Road project and the Palekbang Bridge will help boost the state's economy.  #Budget2021 #Belanjawan2021 #Bajet2021 #Kelantan    https://t.co/d1RInVzkaL,en,"['nstnation', 'budget2021', 'belanjawan2021', 'bajet2021', 'kelantan']",55186601,NST_Online,New Straits Times,5,15,https://twitter.com/NST_Online/status/1324731486549929988,['https://www.nst.com.my/news/government-public-policy/2020/11/638907/kelantan-government-praises-2021-budget'],[],0,False,0,0,1,[],15:12:53,0.0,0.816,0.184,0.6597
1272,1324719448469766145,1324719448469766145,1604672703000.0,2020-11-06,A RM50mil matching investment fund will be made available to P2Ps and RM30mil to ECFs. #Budget2021 #Belanjawan2021  https://t.co/IRIWIBQiQ1,en,"['budget2021', 'belanjawan2021']",22594051,staronline,The Star,5,14,https://twitter.com/staronline/status/1324719448469766145,['https://www.thestar.com.my/tech/tech-news/2020/11/06/budget-2021-expected-to-drive-investment-in-alternative-funding-platforms'],[],0,False,2,0,0,[],14:25:03,0.0,1.0,0.0,0.0
1274,1324718234759688194,1324718234759688194,1604672413000.0,2020-11-06,"Budget 2021: RM300 mln allocation for My30 pass, special RM5 pass for school students   https://t.co/uYTBFtE6EJ  @tzafrul_aziz @MOFmalaysia #Budget2021  #BudgetDay  #Belanjawan2021 #BernamaBudget21  https://t.co/asEgNvPtVu",en,"['budget2021', 'budgetday', 'belanjawan2021', 'bernamabudget21']",106669711,bernamadotcom,BERNAMA,5,14,https://twitter.com/bernamadotcom/status/1324718234759688194,['https://www.bernama.com/en/general/news.php?id=1898202'],['https://pbs.twimg.com/media/EmJYKWOU4AU6hog.jpg'],1,False,3,0,2,[],14:20:13,0.0,0.886,0.114,0.4019
1278,1324717298477789189,1324717298477789189,1604672190000.0,2020-11-06,"#NSTnation MATTA president Datuk Tan Kok Liang, said among other things, the Wage Subsidy Programmes should have been enhanced to avoid continued lay-offs.  #Budget2021 #Belanjawan2021 #Bajet2021 #MATTA #Allocation    https://t.co/EIn2Ojhfhx",en,"['nstnation', 'budget2021', 'belanjawan2021', 'bajet2021', 'matta', 'allocation']",55186601,NST_Online,New Straits Times,5,14,https://twitter.com/NST_Online/status/1324717298477789189,['https://www.nst.com.my/news/government-public-policy/2020/11/638895/2021-budget-matta-says-allocation-inadequate-empower'],[],0,False,2,0,0,[],14:16:30,0.073,0.927,0.0,-0.296
1283,1324715683003977728,1324715683003977728,1604671805000.0,2020-11-06,"Currently, there are 23 UTCs nationwide. #Budget2021 #Belanjawan2021  https://t.co/uVCVUuDMqq",en,"['budget2021', 'belanjawan2021']",22594051,staronline,The Star,5,14,https://twitter.com/staronline/status/1324715683003977728,['https://www.thestar.com.my/metro/metro-news/2020/11/06/budget-2021-plans-for-utc-in-lembah-pantai-next-year'],[],0,False,1,0,1,[],14:10:05,0.0,1.0,0.0,0.0
1285,1324714422401683456,1324714422401683456,1604671504000.0,2020-11-06,The Finance Minister announced an allocation of RM15mil to be managed by Cendana. #Budget2021 #Belanjawan2021  https://t.co/myFmjwRd6p,en,"['budget2021', 'belanjawan2021']",22594051,staronline,The Star,5,14,https://twitter.com/staronline/status/1324714422401683456,['https://www.thestar.com.my/lifestyle/culture/2020/11/06/budget-2021-rm15mil-to-revive-an-ailing-malaysian-arts-industry-but-is-it-enough'],[],0,False,3,0,2,[],14:05:04,0.0,1.0,0.0,0.0
1286,1324714369653956610,1324714369653956610,1604671492000.0,2020-11-06,"Budget 2021 reflects govt's commitment to support B40, M40 - MIDF   https://t.co/fMsG2WR5Wu  #Budget2021  #BudgetDay  #Belanjawan2021 #BernamaBudget21  https://t.co/ZsBf7oTDjj",en,"['budget2021', 'budgetday', 'belanjawan2021', 'bernamabudget21']",106669711,bernamadotcom,BERNAMA,5,14,https://twitter.com/bernamadotcom/status/1324714369653956610,['https://www.bernama.com/en/general/news.php?id=1898193'],['https://pbs.twimg.com/media/EmJUkD4UcAEccPK.jpg'],1,False,3,0,1,[],14:04:52,0.0,0.725,0.275,0.6486
1292,1324712285051314177,1324712285051314177,1604670995000.0,2020-11-06,"Budget 2021 to drive business, economic sectors -- PM   @MuhyiddinYassin   #Belanjawan2021 #Budget2021 #BernamaBudget21    https://t.co/mL3Ql1VN9w  https://t.co/5qognpKnls",en,"['belanjawan2021', 'budget2021', 'bernamabudget21']",106669711,bernamadotcom,BERNAMA,5,13,https://twitter.com/bernamadotcom/status/1324712285051314177,['https://www.bernama.com/en/business/news.php?id=1898132#.X6VV6N3tCuU.twitter'],['https://pbs.twimg.com/media/EmJSrtOU8AA1DPs.jpg'],1,False,6,0,3,[],13:56:35,0.0,1.0,0.0,0.0
1296,1324711492051070976,1324711492051070976,1604670806000.0,2020-11-06,#NSTopinion The additional measures to ease the impact of Covid-19 on the rakyat and businesses are of particular significance and importance.  #Economy #Recovery #Budget2021 #Belanjawan2021 #Bajet2021    https://t.co/kYshto2UwO,en,"['nstopinion', 'economy', 'recovery', 'budget2021', 'belanjawan2021', 'bajet2021']",55186601,NST_Online,New Straits Times,5,13,https://twitter.com/NST_Online/status/1324711492051070976,['https://www.nst.com.my/opinion/letters/2020/11/638873/budget-2021-will-spur-economic-recovery'],[],0,False,4,0,0,[],13:53:26,0.0,0.772,0.228,0.7269
1298,1324711054799073280,1324711054799073280,1604670702000.0,2020-11-06,#NSTnation Those interviewed said the government should be spending more on frontliners fighting the Covid-19 pandemic instead of putting aside so much money for JASA.  #JASA #Budget2021 #Belanjawan2021 #Bajet2021    https://t.co/x4TKP2xU1t,en,"['nstnation', 'jasa', 'budget2021', 'belanjawan2021', 'bajet2021']",55186601,NST_Online,New Straits Times,5,13,https://twitter.com/NST_Online/status/1324711054799073280,['https://www.nst.com.my/news/government-public-policy/2020/11/638877/huge-allocation-jasa-questioned'],[],0,False,29,0,23,[],13:51:42,0.087,0.913,0.0,-0.4144
1301,1324706697982607360,1324706697982607360,1604669663000.0,2020-11-06,"#NSTnation The re-skilling and up-skilling programmes will strengthen human resources development, improve Johor's marketability and ease the search for new sources of income.  #Johor #Allocation #Budget2021 #Belanjawan2021 #Bajet2021   https://t.co/4prDWIllop",en,"['nstnation', 'johor', 'allocation', 'budget2021', 'belanjawan2021', 'bajet2021']",55186601,NST_Online,New Straits Times,5,13,https://twitter.com/NST_Online/status/1324706697982607360,['https://www.nst.com.my/news/government-public-policy/2020/11/638869/johor-thanks-fed-govt-2021-budget-allocation'],[],0,False,3,0,0,[],13:34:23,0.0,0.772,0.228,0.7717
